Gene	sgRNA	eff
ZNF350	s_63739	0.762
ZNF350	s_63740	0.416
ZNF350	s_63741	0.815
DMP1	s_16242	0.653
DMP1	s_16243	0.924
CETN2	s_11432	0.861
CETN2	s_11433	1
CETN2	s_11434	0.689
CLRN3	s_12436	0.825
CLRN3	s_12437	0.455
CLRN3	s_12438	0.788
CLRN3	s_12439	0.853
HGSNAT	s_25226	0.359
HGSNAT	s_25227	0.946
HGSNAT	s_25228	0.193
IL18BP	s_27116	0.634
IL18BP	s_27117	0.796
IL18BP	s_27118	0.353
IL18BP	s_27119	0.446
POLE	s_42989	0.364
POLE	s_42990	0.748
POLE	s_42991	0.418
POLE	s_42992	0.769
MNAT1	s_34280	0.652
MNAT1	s_34281	0.86
GAMT	s_22211	0.84
GAMT	s_22212	1
GAMT	s_22213	0.655
SLC17A6	s_51130	0.54
SLC17A6	s_51131	0.632
SLC17A6	s_51132	1
SLC17A6	s_51133	1
FN3KRP	s_21307	1
FN3KRP	s_21308	0.783
FN3KRP	s_21309	0.702
FN3KRP	s_21310	0.902
CAV2	s_9303	0.912
CAV2	s_9304	0.729
CAV2	s_9305	0.406
CAV2	s_9306	0.28
TYR	s_59999	0.677
TYR	s_60000	0.337
TYR	s_60001	0.491
TYR	s_60002	0.597
IGLON5	s_26915	0.613
IGLON5	s_26916	0.858
IGLON5	s_26917	1
AGR2	s_1551	0.039
AGR2	s_1552	0.767
AGR2	s_1553	0.661
AGR2	s_1554	0.931
B3GAT2	s_4763	1
B3GAT2	s_4764	0.042
B3GAT2	s_4765	1
APLN	s_2960	0.702
APLN	s_2961	0.288
APLN	s_2962	0.97
NCS1	s_36349	0.823
NCS1	s_36350	0.893
NCS1	s_36351	0.376
NCS1	s_36352	0.782
NCS1	s_36353	0.72
NCS1	s_36354	0.903
REL	s_46756	0.361
REL	s_46757	1
REL	s_46758	0.628
REL	s_46759	1
OR51L1	s_39271	0.424
OR51L1	s_39272	0.38
PRG3	s_44011	0.661
PRG3	s_44012	0.869
PRG3	s_44013	1
PRG3	s_44014	0.728
NPY5R	s_37766	0.269
NPY5R	s_37767	0.675
NPY5R	s_37768	0.683
SYNC	s_54932	0.127
SYNC	s_54933	0.844
SYNC	s_54934	1
SYNC	s_54935	1
TMEM154	s_57252	0.82
TMEM154	s_57253	0.718
TMEM154	s_57254	0.951
PLA2G2D	s_42254	0.631
PLA2G2D	s_42255	1
PLA2G2D	s_42256	1
PLA2G2D	s_42257	0.607
RAD51AP2	s_45896	0.858
RAD51AP2	s_45897	0.328
RAD51AP2	s_45898	0.74
RAD51AP2	s_45899	0.919
RAD51AP2	s_45900	0.649
RAD51AP2	s_45901	0.705
PPIH	s_43417	1
PPIH	s_43418	0.385
PPIH	s_43419	0.739
PPIH	s_43420	1
QPRT	s_45488	1
QPRT	s_45489	0.871
QPRT	s_45490	0.841
FBXO31	s_20541	0.102
FBXO31	s_20542	0.692
FBXO31	s_20543	1
FBXO31	s_20544	0.87
SLC22A18AS	s_51249	0.428
SLC22A18AS	s_51250	0.749
SLC22A18AS	s_51251	0.248
SLC22A18AS	s_51252	0.615
CD97	s_10554	0.796
CD97	s_10555	1
KY	s_30335	0.775
KY	s_30336	0.938
KY	s_30337	0.711
KY	s_30338	0.711
TM6SF2	s_56894	0.596
TM6SF2	s_56895	0.715
TM6SF2	s_56896	1
GPR107	s_23630	0.348
GPR107	s_23631	0.597
GPR107	s_23632	0.88
GPR107	s_23633	1
SYCE1	s_54880	0.5
SYCE1	s_54881	1
SYCE1	s_54882	0.638
TWIST1	s_59897	0.916
TWIST1	s_59898	0.549
HAP1	s_24697	1
HAP1	s_24698	0.704
HAP1	s_24699	0.401
HAP1	s_24700	0.775
C9orf16	s_8447	1
C9orf16	s_8448	0.759
C9orf16	s_8449	0.745
C9orf16	s_8450	0.566
DUSP26	s_17078	0.811
DUSP26	s_17079	1
DUSP26	s_17080	0.606
DUSP26	s_17081	0.287
CCDC28A	s_9673	0.837
CCDC28A	s_9674	0.732
CCDC28A	s_9675	0.0962
CCDC28A	s_9676	1
UAP1L1	s_60051	0.926
UAP1L1	s_60052	0.967
UAP1L1	s_60053	1
UAP1L1	s_60054	0.734
C17orf101	s_6703	1
C17orf101	s_6704	0.577
C17orf101	s_6705	0.714
C17orf101	s_6706	0.587
VIP	s_61274	0.498
VIP	s_61275	0.201
TFR2	s_56316	0.767
TFR2	s_56317	0.578
TFR2	s_56318	0.58
TFR2	s_56319	0.868
TRAF3IP3	s_58669	0.391
TRAF3IP3	s_58670	1
SAMD9	s_48991	0.769
SAMD9	s_48992	0.494
SLC19A1	s_51157	0.864
SLC19A1	s_51158	0.876
SLC19A1	s_51159	0.812
SLC19A1	s_51160	0.521
ASB7	s_3891	0.989
ASB7	s_3892	0.943
ASB7	s_3893	0.927
ASB7	s_3894	0.363
ASB7	s_3895	0.535
ASB7	s_3896	1
BAIAP2L1	s_4926	0.877
BAIAP2L1	s_4927	0.492
BAIAP2L1	s_4928	0.778
BAIAP2L1	s_4929	0.756
SP110	s_53184	0.699
SP110	s_53185	0.595
SP110	s_53186	0.747
SP110	s_53187	0.572
ZNF697	s_64504	0.739
ZNF697	s_64505	0.902
ZNF697	s_64506	1
ZNF697	s_64507	1
PHF12	s_41616	0.364
PHF12	s_41617	0.92
PHF12	s_41618	0.615
PHF12	s_41619	0.67
ATP5H	s_4380	0.363
ATP5H	s_4381	1
ATP5H	s_4382	0.893
NOTCH4	s_37546	0.328
NOTCH4	s_37547	0.836
NOTCH4	s_37548	1
NOTCH4	s_37549	0.658
C7orf25	s_8230	1
C7orf25	s_8231	0.01
C7orf25	s_8232	0.614
C7orf25	s_8233	0.808
MRPL21	s_34678	0.32
MRPL21	s_34679	0.85
MRPL21	s_34680	0.299
MRPL21	s_34681	0.109
MRPL21	s_34682	1
TMEM119	s_57123	1
TMEM119	s_57124	1
NFKB2	s_36881	0.584
NFKB2	s_36882	1
NFKB2	s_36883	0.861
NFKB2	s_36884	0.887
ANKRD32	s_2536	0.559
ANKRD32	s_2537	0.797
ANKRD32	s_2538	0.402
MYT1L	s_35847	0.315
MYT1L	s_35848	0.815
PDE1B	s_40911	0.801
PDE1B	s_40912	1
PDE1B	s_40913	0.847
PDE1B	s_40914	0.695
CASP4	s_9219	0.851
CASP4	s_9220	0.985
CASP4	s_9221	0.458
EDEM2	s_17412	0.0945
EDEM2	s_17413	1
EDEM2	s_17414	0.734
EDEM2	s_17415	0.627
CAMK2D	s_8913	0.535
CAMK2D	s_8914	1
C6orf211	s_8163	0.442
C6orf211	s_8164	0.733
C6orf211	s_8165	1
VGF	s_61235	1
VGF	s_61236	0.875
H6PD	s_24636	0.792
H6PD	s_24637	0.758
H6PD	s_24638	0.698
H6PD	s_24639	1
H6PD	s_24640	0.666
H6PD	s_24641	1
MDC1	s_33234	0.459
MDC1	s_33235	0.862
MDC1	s_33236	0.731
MDC1	s_33237	0.551
SEC24C	s_49645	1
SEC24C	s_49646	0.772
KCNMB1	s_28783	1
KCNMB1	s_28784	0.372
KCNMB1	s_28785	0.959
KCNMB1	s_28786	0.249
PPWD1	s_43765	0.853
PPWD1	s_43766	0.476
PPWD1	s_43767	0.786
PPWD1	s_43768	0.799
APP	s_3090	0.498
APP	s_3091	1
APP	s_3092	0.387
APP	s_3093	0.981
SERTAD3	s_50066	1
SERTAD3	s_50067	0.792
FRYL	s_21655	0.83
FRYL	s_21656	1
FRYL	s_21657	0.285
NR1H3	s_37796	1
NR1H3	s_37797	0.58
NR1H3	s_37798	0.963
NR1H3	s_37799	1
NR1H3	s_37800	0.738
C2orf89	s_7767	0.445
C2orf89	s_7768	0.269
C2orf89	s_7769	0.625
C2orf89	s_7770	0.777
C2orf89	s_7771	0.666
C2orf89	s_7772	0.851
ZNF785	s_64667	0.911
ZNF785	s_64668	0.871
KRT35	s_30099	1
KRT35	s_30100	0.557
KRT35	s_30101	1
SETD4	s_50113	1
SETD4	s_50114	1
SETD4	s_50115	0.342
SETD4	s_50116	1
TRIM43	s_58938	0.687
TRIM43	s_58939	1
TRIM43	s_58940	0.087
TRAPPC12	s_58724	0.01
TRAPPC12	s_58725	0.591
TRAPPC12	s_58726	0.858
SLC7A13	s_52199	0.503
SLC7A13	s_52200	0.682
SLC7A13	s_52201	0.603
SLC7A13	s_52202	0.563
SATL1	s_49088	0.153
SATL1	s_49089	0.532
SATL1	s_49090	0.661
TLK1	s_56793	0.593
TLK1	s_56794	0.851
TLK1	s_56795	0.608
TLK1	s_56796	0.888
TLK1	s_56797	0.942
TLK1	s_56798	0.176
TLK1	s_56799	1
SHROOM4	s_50648	0.528
SHROOM4	s_50649	0.904
SHROOM4	s_50650	0.85
SHROOM4	s_50651	0.434
NCF2	s_36248	1
NCF2	s_36249	0.874
NCF2	s_36250	0.0619
NCF2	s_36251	0.546
NCF2	s_36252	0.676
KCNT2	s_28858	1
KCNT2	s_28859	0.597
KCNT2	s_28860	0.169
KCNT2	s_28861	0.281
ZYG11B	s_64998	0.212
ZYG11B	s_64999	0.962
ZYG11B	s_65000	0.733
CAMK2N2	s_8920	0.265
CAMK2N2	s_8921	1
CAMK2N2	s_8922	0.686
CAMK2N2	s_8923	0.752
ATP6V1B2	s_4468	0.659
ATP6V1B2	s_4469	0.572
ATP6V1B2	s_4470	0.525
TMEM57	s_57713	0.682
TMEM57	s_57714	0.875
TMEM57	s_57715	0.571
TMEM57	s_57716	0.564
PCDHB15	s_40592	0.737
PCDHB15	s_40593	1
ADAM2	s_969	0.682
ADAM2	s_970	0.384
ADAM2	s_971	0.847
ADAM2	s_972	0.799
GNAI3	s_23218	0.782
GNAI3	s_23219	1
GNAI3	s_23220	0.376
SRPX2	s_53914	0.918
SRPX2	s_53915	0.873
SRPX2	s_53916	0.827
GJA4	s_22866	1
GJA4	s_22867	0.675
GJA4	s_22868	1
ZNF33A	s_63715	0.391
ZNF33A	s_63716	1
ZNF33A	s_63717	0.773
LCN12	s_30661	0.944
LCN12	s_30662	1
LCN12	s_30663	0.965
LCN12	s_30664	0.868
UNC119	s_60613	0.75
UNC119	s_60614	0.647
UNC119	s_60615	0.526
SNX30	s_52953	0.373
SNX30	s_52954	0.967
SNX30	s_52955	0.708
SNX30	s_52956	1
TRIM8	s_59033	0.999
TRIM8	s_59034	0.824
TRIM8	s_59035	0.383
TRIM8	s_59036	0.467
SPRED3	s_53670	0.792
SPRED3	s_53671	0.636
SPRED3	s_53672	1
SPRED3	s_53673	0.861
COBLL1	s_12822	0.128
COBLL1	s_12823	1
COBLL1	s_12824	0.532
COBLL1	s_12825	0.678
RD3L	s_46652	0.676
RD3L	s_46653	0.901
RD3L	s_46654	0.0699
ATP5F1	s_4365	0.848
ATP5F1	s_4366	0.818
STH	s_54351	0.886
STH	s_54352	0.787
EVPLL	s_18911	1
EVPLL	s_18912	0.675
EVPLL	s_18913	1
GATM	s_22327	1
GATM	s_22328	0.422
GATM	s_22329	0.797
GATM	s_22330	0.87
SNX32	s_52960	0.643
SNX32	s_52961	0.826
SNX32	s_52962	0.864
FBXL16	s_20440	1
FBXL16	s_20441	0.886
FBXL16	s_20442	1
FBXL16	s_20443	0.806
ZNF71	s_64539	0.488
ZNF71	s_64540	0.932
AFAP1	s_1401	0.731
AFAP1	s_1402	0.865
AFAP1	s_1403	1
AFAP1	s_1404	0.423
AFAP1	s_1405	0.804
AFAP1	s_1406	1
KIAA0913	s_29183	0.751
KIAA0913	s_29184	1
KIAA0913	s_29185	0.493
KIAA0913	s_29186	1
MYH10	s_35593	0.0858
MYH10	s_35594	0.69
MYH10	s_35595	0.734
ORAI1	s_39564	1
ORAI1	s_39565	1
ORAI1	s_39566	0.378
ORAI1	s_39567	0.386
RGS7BP	s_47125	0.918
RGS7BP	s_47126	0.799
RGS7BP	s_47127	0.441
FH	s_21023	0.374
FH	s_21024	0.709
FH	s_21025	1
FH	s_21026	0.969
FH	s_21027	1
FH	s_21028	0.853
MYO1A	s_35721	1
MYO1A	s_35722	0.803
MYO1A	s_35723	0.758
MYO1A	s_35724	0.639
FADS1	s_19181	0.231
FADS1	s_19182	0.724
TAL1	s_55325	0.01
TAL1	s_55326	0.808
TAL1	s_55327	0.609
TAL1	s_55328	1
TAL1	s_55329	0.315
AGER	s_1485	0.891
AGER	s_1486	0.571
AGER	s_1487	1
IL7R	s_27357	0.337
IL7R	s_27358	0.327
IL7R	s_27359	0.514
IL7R	s_27360	0.593
IL7R	s_27361	0.467
GMPPB	s_23179	0.629
GMPPB	s_23180	1
GMPPB	s_23181	0.908
GMPPB	s_23182	0.877
NT5E	s_38103	0.418
NT5E	s_38104	0.973
NT5E	s_38105	1
NT5E	s_38106	1
PEPD	s_41286	1
PEPD	s_41287	0.873
DHRS4L2	s_15870	1
DHRS4L2	s_15871	0.523
DHRS4L2	s_15872	0.683
CENPK	s_11211	0.694
CENPK	s_11212	0.582
NPM2	s_37683	0.915
NPM2	s_37684	0.34
NPM2	s_37685	0.559
ANKRD34B	s_2551	1
ANKRD34B	s_2552	0.789
IKZF4	s_27006	0.741
IKZF4	s_27007	1
IKZF4	s_27008	0.941
IKZF4	s_27009	0.798
MTHFD2	s_35214	0.494
MTHFD2	s_35215	0.799
MTHFD2	s_35216	0.212
MTHFD2	s_35217	1
MTSS1L	s_35337	1
MTSS1L	s_35338	0.86
MTSS1L	s_35339	0.0652
CPA4	s_13281	0.868
CPA4	s_13282	0.594
CPA4	s_13283	0.504
CPA4	s_13284	0.716
CHRNA9	s_11833	0.605
CHRNA9	s_11834	0.701
CHRNA9	s_11835	0.445
CHRNA9	s_11836	1
CHRNA9	s_11837	0.979
CLIC4	s_12319	0.609
CLIC4	s_12320	0.758
CLIC4	s_12321	0.761
CLIC4	s_12322	0.777
CLIC4	s_12323	0.286
SLC25A28	s_51400	0.913
SLC25A28	s_51401	0.837
SLC25A28	s_51402	0.616
FAM219A	s_19879	0.619
FAM219A	s_19880	0.935
FAM219A	s_19881	0.12
FAM219A	s_19882	1
FAM219A	s_19883	0.187
PRRC2C	s_44440	0.882
PRRC2C	s_44441	0.672
PRRC2C	s_44442	0.711
PRRC2C	s_44443	1
DEGS1	s_15614	0.439
DEGS1	s_15615	0.831
DEGS1	s_15616	0.51
DEGS1	s_15617	0.761
DEGS1	s_15618	1
DEGS1	s_15619	0.331
TMPRSS12	s_57935	0.468
TMPRSS12	s_57936	0.716
TMPRSS12	s_57937	0.366
TMPRSS12	s_57938	0.778
CACFD1	s_8666	0.824
CACFD1	s_8667	1
CACFD1	s_8668	0.802
CACFD1	s_8669	0.705
CACFD1	s_8670	1
CACFD1	s_8671	0.554
RAB3GAP2	s_45718	1
RAB3GAP2	s_45719	0.431
RAB3GAP2	s_45720	1
RAB3GAP2	s_45721	0.64
NKIRAS2	s_37122	0.948
NKIRAS2	s_37123	0.745
NKIRAS2	s_37124	0.333
NKIRAS2	s_37125	1
NKIRAS2	s_37126	0.611
NKIRAS2	s_37127	1
A4GNT	s_18	0.403
A4GNT	s_19	0.836
A4GNT	s_20	0.738
A4GNT	s_21	0.756
A4GNT	s_22	0.593
A4GNT	s_23	0.743
FAM26E	s_19931	0.413
FAM26E	s_19932	0.501
FAM26E	s_19933	1
FAM26E	s_19934	0.432
PLCD1	s_42374	0.96
PLCD1	s_42375	0.752
PLCD1	s_42376	0.889
PLCD1	s_42377	0.787
LIX1L	s_31188	0.501
LIX1L	s_31189	0.744
LIX1L	s_31190	1
SUSD5	s_54806	0.525
SUSD5	s_54807	0.61
SUSD5	s_54808	0.435
SUSD5	s_54809	1
ARIH1	s_3514	1
ARIH1	s_3515	0.393
ARIH1	s_3516	0.584
ARIH1	s_3517	0.656
DAOA	s_14947	0.959
DAOA	s_14948	0.798
DAOA	s_14949	0.01
DAOA	s_14950	0.357
DAOA	s_14951	0.635
GHRH	s_22761	0.394
GHRH	s_22762	0.816
GHRH	s_22763	0.535
GHRH	s_22764	0.238
GCLM	s_22465	0.559
GCLM	s_22466	0.227
GCLM	s_22467	0.29
GCLM	s_22468	0.266
B2M	s_4733	0.224
B2M	s_4734	0.933
HR	s_26047	0.851
HR	s_26048	0.745
HR	s_26049	1
HR	s_26050	0.534
KIAA0101	s_29074	1
KIAA0101	s_29075	1
KIAA0101	s_29076	1
KIAA0101	s_29077	0.751
KIAA0101	s_29078	0.412
APOM	s_3078	0.376
APOM	s_3079	0.215
APOM	s_3080	0.488
ATP2B4	s_4330	0.531
ATP2B4	s_4331	1
ATP2B4	s_4332	0.748
ATP2B4	s_4333	0.553
ATP2B4	s_4334	0.881
ATP2B4	s_4335	1
LBH	s_30580	1
LBH	s_30581	0.695
LBH	s_30582	1
LBH	s_30583	0.926
LBH	s_30584	0.864
LBH	s_30585	1
IGFBP4	s_26858	1
IGFBP4	s_26859	1
IGFBP4	s_26860	0.477
IGFBP4	s_26861	0.755
KCTD10	s_28876	1
KCTD10	s_28877	1
KCTD10	s_28878	0.848
RTEL1	s_48589	1
RTEL1	s_48590	0.448
RTEL1	s_48591	0.79
RTEL1	s_48592	1
TMEM158	s_57266	0.888
TMEM158	s_57267	1
EIF2B4	s_17761	0.681
EIF2B4	s_17762	0.885
EIF2B4	s_17763	0.756
EIF2B4	s_17764	0.673
EIF2B4	s_17765	1
EIF2B4	s_17766	0.403
EIF2B4	s_17767	0.714
EIF2B4	s_17768	0.976
VRK3	s_61431	0.755
VRK3	s_61432	0.505
VRK3	s_61433	0.966
VRK3	s_61434	0.469
IAH1	s_26490	1
IAH1	s_26491	0.536
IAH1	s_26492	0.605
IAH1	s_26493	0.962
APBB1IP	s_2892	0.719
APBB1IP	s_2893	0.537
APBB1IP	s_2894	1
APBB1IP	s_2895	0.63
ZNF367	s_63769	1
ZNF367	s_63770	1
ZNF367	s_63771	0.921
ARHGEF4	s_3454	0.736
ARHGEF4	s_3455	0.963
ARHGEF4	s_3456	0.483
GPR1	s_23625	1
GPR1	s_23626	0.916
GPR1	s_23627	0.404
ALDH3A2	s_1947	1
ALDH3A2	s_1948	0.335
ALDH3A2	s_1949	1
ALDH3A2	s_1950	0.502
IFNA14	s_26706	0.511
IFNA14	s_26707	0.632
GRSF1	s_24219	0.937
GRSF1	s_24220	0.379
GRSF1	s_24221	0.485
GRSF1	s_24222	0.508
GRSF1	s_24223	0.78
RGL3	s_47008	0.573
RGL3	s_47009	1
RGL3	s_47010	0.967
RGL3	s_47011	0.638
SASS6	s_49068	0.561
SASS6	s_49069	0.575
FBXO46	s_20593	0.923
FBXO46	s_20594	0.705
GAD1	s_22029	1
GAD1	s_22030	0.978
GAD1	s_22031	0.749
GAD1	s_22032	0.193
GAD1	s_22033	0.329
CCDC75	s_9812	0.558
CCDC75	s_9813	0.933
CCDC75	s_9814	0.746
HSF1	s_26226	0.347
HSF1	s_26227	0.828
HSF1	s_26228	0.579
HSF1	s_26229	0.943
SCLT1	s_49280	1
SCLT1	s_49281	0.147
SCLT1	s_49282	0.176
SCLT1	s_49283	0.518
DNAH7	s_16331	0.412
DNAH7	s_16332	0.93
DNAH7	s_16333	0.01
DNAH7	s_16334	0.565
YTHDF1	s_62488	1
YTHDF1	s_62489	0.906
YTHDF1	s_62490	1
ACBD3	s_562	1
ACBD3	s_563	0.237
ACBD3	s_564	0.536
ACBD3	s_565	1
ACBD3	s_566	1
ACBD3	s_567	1
TRMT6	s_59123	1
TRMT6	s_59124	0.409
TRMT6	s_59125	0.395
FAM151B	s_19480	0.264
FAM151B	s_19481	1
PHF8	s_41673	0.411
PHF8	s_41674	0.848
PHF8	s_41675	0.468
NACC1	s_35964	1
NACC1	s_35965	0.649
NACC1	s_35966	0.754
HLA-DQA1	s_25515	1
HLA-DQA1	s_25516	0.528
HLA-DQA1	s_25517	0.564
MYC	s_35540	1
MYC	s_35541	0.0992
MYC	s_35542	1
SYNJ2BP	s_54988	1
SYNJ2BP	s_54989	0.612
SYNJ2BP	s_54990	0.429
TMEM70	s_57769	0.527
TMEM70	s_57770	0.01
TMEM70	s_57771	0.668
TMEM70	s_57772	0.809
TMEM70	s_57773	0.396
SUN2	s_54737	0.234
SUN2	s_54738	0.952
SUN2	s_54739	0.651
RGS2	s_47074	1
RGS2	s_47075	0.554
RGS2	s_47076	0.56
RGS2	s_47077	1
RGS2	s_47078	0.692
TOP2A	s_58359	0.578
TOP2A	s_58360	0.738
TOP2A	s_58361	0.785
TOP2A	s_58362	0.706
GSDMC	s_24258	0.869
GSDMC	s_24259	0.835
SSX7	s_54074	0.648
SSX7	s_54075	0.574
SSX7	s_54076	0.369
SHC4	s_50548	0.534
SHC4	s_50549	0.637
SHC4	s_50550	0.659
SHC4	s_50551	1
GLA	s_22924	0.93
GLA	s_22925	0.835
GLA	s_22926	0.417
GLA	s_22927	0.855
C17orf70	s_6789	0.956
C17orf70	s_6790	1
C17orf70	s_6791	1
C17orf70	s_6792	0.658
POLD3	s_42976	0.915
POLD3	s_42977	0.761
POLD3	s_42978	0.58
DGKH	s_15796	1
DGKH	s_15797	0.65
DGKH	s_15798	1
ENPP2	s_18270	1
ENPP2	s_18271	0.402
ENPP2	s_18272	0.934
LYZ	s_32252	0.866
LYZ	s_32253	0.924
LYZ	s_32254	0.572
LYZ	s_32255	0.412
MTA3	s_35145	1
MTA3	s_35146	0.493
PRPF18	s_44297	0.3
PRPF18	s_44298	0.862
PRPF18	s_44299	1
PRPF18	s_44300	0.36
SEPHS1	s_49834	0.514
SEPHS1	s_49835	0.842
TMA7	s_56920	0.418
TMA7	s_56921	0.922
PDE8A	s_41021	0.628
PDE8A	s_41022	0.949
PDE8A	s_41023	0.591
PDE8A	s_41024	0.779
PDE8A	s_41025	0.607
C9orf71	s_8512	1
C9orf71	s_8513	1
C9orf71	s_8514	0.132
C9orf71	s_8515	0.857
PLEKHA3	s_42456	1
PLEKHA3	s_42457	0.986
CD74	s_10505	0.753
CD74	s_10506	0.147
CD74	s_10507	0.705
SMARCE1	s_52539	0.941
SMARCE1	s_52540	1
YWHAB	s_62497	0.613
YWHAB	s_62498	1
YWHAB	s_62499	0.314
YWHAB	s_62500	0.575
RNGTT	s_47798	0.24
RNGTT	s_47799	0.336
RNGTT	s_47800	0.569
RNGTT	s_47801	0.477
SRRM5	s_53933	0.571
SRRM5	s_53934	0.876
IFT20	s_26764	1
IFT20	s_26765	0.815
IFT20	s_26766	0.988
REG3G	s_46747	1
REG3G	s_46748	0.547
REG3G	s_46749	1
REG3G	s_46750	0.792
REG3G	s_46751	1
REG3G	s_46752	0.407
KCNN3	s_28812	0.84
KCNN3	s_28813	0.37
KCNN3	s_28814	0.511
KCNN3	s_28815	1
KCNN3	s_28816	0.69
KCNN3	s_28817	0.998
KCNN3	s_28818	0.303
THAP8	s_56460	0.678
THAP8	s_56461	1
THAP8	s_56462	1
THAP8	s_56463	0.574
EDEM3	s_17416	0.473
EDEM3	s_17417	0.75
EDEM3	s_17418	0.682
P2RY10	s_39916	1
P2RY10	s_39917	0.307
DPP3	s_16749	0.814
DPP3	s_16750	1
DPP3	s_16751	0.693
DPP3	s_16752	0.99
DPP3	s_16753	1
C1QL4	s_7024	0.583
C1QL4	s_7025	1
C1QL4	s_7026	1
C1QL4	s_7027	1
OR4L1	s_39218	0.839
OR4L1	s_39219	0.127
KIF13B	s_29391	0.397
KIF13B	s_29392	0.302
KIF13B	s_29393	1
C6orf132	s_8124	0.911
C6orf132	s_8125	1
C6orf132	s_8126	0.949
C6orf132	s_8127	0.182
SNUPN	s_52871	0.358
SNUPN	s_52872	0.821
SNUPN	s_52873	0.861
MOB1B	s_34307	0.873
MOB1B	s_34308	0.992
MOB1B	s_34309	0.636
MOB1B	s_34310	0.423
MOB1B	s_34311	0.776
SUPT6H	s_54763	0.474
SUPT6H	s_54764	0.722
SUPT6H	s_54765	1
CEP68	s_11320	0.538
CEP68	s_11321	0.855
ABCC9	s_219	0.498
ABCC9	s_220	1
ABCC9	s_221	1
FAM54A	s_20015	0.398
FAM54A	s_20016	0.6
FAM54A	s_20017	0.761
LPCAT2	s_31392	1
LPCAT2	s_31393	0.794
LPCAT2	s_31394	0.675
ICOSLG	s_26552	1
ICOSLG	s_26553	1
ICOSLG	s_26554	0.887
ICOSLG	s_26555	0.881
MFSD2A	s_33746	1
MFSD2A	s_33747	1
DCC	s_15134	0.679
DCC	s_15135	0.631
DCC	s_15136	0.585
DCC	s_15137	0.837
ACADM	s_527	0.552
ACADM	s_528	0.707
ATRX	s_4582	0.635
ATRX	s_4583	1
CSNK2B	s_13942	1
CSNK2B	s_13943	0.969
CSNK2B	s_13944	0.92
RBM44	s_46471	0.539
RBM44	s_46472	0.26
RBM44	s_46473	0.826
ZNF616	s_64311	0.542
ZNF616	s_64312	0.543
ZNF616	s_64313	1
ARHGEF18	s_3418	0.316
ARHGEF18	s_3419	0.677
ARHGEF18	s_3420	0.883
CHST9	s_11899	0.934
CHST9	s_11900	0.0802
CHST9	s_11901	1
CHST9	s_11902	0.481
CHST9	s_11903	0.968
CHST9	s_11904	0.217
CHST9	s_11905	0.832
SIGMAR1	s_50724	0.375
SIGMAR1	s_50725	0.361
SIGMAR1	s_50726	0.598
SIGMAR1	s_50727	1
SIGMAR1	s_50728	1
SIGMAR1	s_50729	0.367
KLHDC7B	s_29691	0.747
KLHDC7B	s_29692	0.701
CD7	s_10495	0.511
CD7	s_10496	1
CD7	s_10497	0.439
CD7	s_10498	0.872
FAM217B	s_19876	0.875
FAM217B	s_19877	0.72
HOXA1	s_25815	1
HOXA1	s_25816	0.667
HOXA1	s_25817	0.742
HOXA1	s_25818	0.938
HOXA1	s_25819	1
SLC6A19	s_52142	0.682
SLC6A19	s_52143	0.95
SLC6A19	s_52144	1
SLC6A19	s_52145	0.214
SLC6A19	s_52146	0.793
SLC7A9	s_52241	1
SLC7A9	s_52242	1
SLC7A9	s_52243	1
SLC7A9	s_52244	1
OR2T29	s_39115	1
OR2T29	s_39116	0.479
OR2T29	s_39117	0.882
PHF14	s_41625	0.818
PHF14	s_41626	0.366
PHF14	s_41627	0.01
DUS4L	s_17017	0.952
DUS4L	s_17018	0.357
DUS4L	s_17019	0.564
DUS4L	s_17020	0.766
PPM1F	s_43464	1
PPM1F	s_43465	0.357
PPM1F	s_43466	1
PPM1F	s_43467	0.932
ITGB6	s_28084	1
ITGB6	s_28085	0.531
ITGB6	s_28086	0.573
ITGB6	s_28087	1
BMP7	s_5547	0.362
BMP7	s_5548	0.66
BMP7	s_5549	0.0746
TNKS	s_58203	0.84
TNKS	s_58204	0.01
TNKS	s_58205	0.767
TNKS	s_58206	0.805
NDUFB8	s_36531	0.408
NDUFB8	s_36532	0.381
NDUFB8	s_36533	0.877
HNRNPR	s_25758	0.592
HNRNPR	s_25759	0.3
KCNAB1	s_28530	0.635
KCNAB1	s_28531	0.831
KCNAB1	s_28532	0.448
C1orf129	s_7141	0.439
C1orf129	s_7142	0.311
C1orf129	s_7143	1
USP5	s_60958	1
USP5	s_60959	0.811
USP5	s_60960	1
USP5	s_60961	0.843
APC2	s_2910	0.812
APC2	s_2911	0.909
APC2	s_2912	0.694
APC2	s_2913	0.948
WDR83OS	s_61861	1
WDR83OS	s_61862	1
WDR83OS	s_61863	0.609
BST1	s_5860	0.794
BST1	s_5861	0.589
BST1	s_5862	1
BST1	s_5863	0.719
BST1	s_5864	0.997
PSKH1	s_44664	0.218
PSKH1	s_44665	0.564
PSKH1	s_44666	0.987
PSKH1	s_44667	0.757
SMAD3	s_52462	1
SMAD3	s_52463	0.775
SMAD3	s_52464	0.714
SMAD3	s_52465	0.62
OR2D3	s_39052	0.445
OR2D3	s_39053	0.463
PPP1R3A	s_43611	0.668
PPP1R3A	s_43612	0.334
PPP1R3A	s_43613	0.236
PPP1R3A	s_43614	0.801
DERL3	s_15707	1
DERL3	s_15708	0.118
DERL3	s_15709	1
